# service<TAB>default<TAB>candidate-1<TAB>candidate-2<TAB>upstream-maturity<TAB>checked-at-utc
cliproxyapi	eceasy/cli-proxy-api:latest	eceasy/cli-proxy-api:v7.2.71	eceasy/cli-proxy-api:v7.2.70	stable	2026-07-13
new-api	calciumion/new-api:latest	calciumion/new-api:v1.0.0-rc.21	calciumion/new-api:v1.0.0-rc.20	release-candidate	2026-07-13
